评论ID,用户名,评论内容,点赞数,回复时间,父评论ID
265628973153,Ivored,视频最后引用了一个玩这个梗的明日方舟二创,0,202506-26 00:54:04,265571138753
265571106481,chaos-rainbow,@北斋OvO@一张风衣@冷馒233@曦合月霜,0,202506-25 13:24:26,0
265569646449,-八荒之心-,假发也干了,0,202506-25 13:07:05,0
266643148896,樋楓口,只有我看到这个密恐了吗,0,202506-25 13:02:48,0
266642333792,茗香秋雪,[嗑瓜子],0,202506-25 12:54:29,0
266642094752,蝣蔄酥,说玩梗发的，不想想梗怎么来的,0,202506-25 12:51:58,0
265568079905,7くん,太带派了,0,202506-25 12:50:40,0
265568115889,不爱吃竹刀鱼,@小白云玩游戏,1,202506-25 12:49:34,0
266640897216,为什么不能只填一个g,最烂,0,202506-25 12:39:41,0
266639675072,嗯嗯king王,超级赛车向前冲到底简介了哪款游戏？,0,202506-25 12:29:23,0
265566170721,朝岡,太逆天了,0,202506-25 12:29:17,0
265564688193,哥特女王,科普一下人机评论：都是伪人，微信自动获取你的好友列表，然后随机生成几个跟你有联络但不多的人名配上固定的评论，专挑跟你联络过，但是联系不频繁的人，保证你知道这个人，但是不会立刻被揭穿,765,202506-25 12:15:57,0
265569427809,铀235uranium,支持,1,202506-25 13:05:04,265564688193
266643379888,MERBROMINE,也不全是😅，群里神人还是不少的,88,202506-25 13:05:05,265564688193
266644973264,今天不再咕咕咕,咱就是说大部分好像都不是，都是我列表好友在发神经 （问了五个五个都是说自己发的[笑哭]）,230,202506-25 13:24:18,265564688193
265571602145,疼痒刺客,并非 我是自己骂的 朋友里还有打广告的,63,202506-25 13:30:21,265564688193
265573079137,和泉万夜真的c,别乱科普，我朋友圈里明明就是自己发的，纯整节目效果,116,202506-25 13:50:59,265564688193
266647088256,酷酷纯希望,密码的把我的闺蜜和实习带教老师放在一起了，前者一直在QQ联系，后者上班纯打工人怎么可能发。。。当时看到评论区有种伪人开会的感觉,25,202506-25 13:52:17,265564688193
265573315601,KKAUKO,回复 @和泉万夜真的c :我被冒用过，纯人机,17,202506-25 13:54:03,265573079137
265573478513,高木同学想让我告白,并不全是，我问过一个评论这句话的人，她确实是点进去玩过,14,202506-25 13:56:08,265564688193
265573407521,在下霊夢,别瞎科普了 都是真人发的,17,202506-25 13:56:30,265564688193
265574558321,至少可以陪着你,回复 @在下霊夢 :扯淡，我就没发过，看到好几次自己也在刷,13,202506-25 14:12:29,265573407521
265574724273,至少可以陪着你,回复 @在下霊夢 :我也问了几个哥们他们都没刷过,5,202506-25 14:12:44,265573407521
266650164112,一份可丽饼,我是自己发的,0,202506-25 14:35:20,265564688193
265578350977,和泉万夜真的c,回复 @KKAUKO :那可能确实有,0,202506-25 15:07:25,265573315601
266660127376,宁芙奖请投那刻夏,我自己发的，我朋友也说他们干了,1,202506-25 16:56:18,265564688193
265591067761,曦月xi_yue,都有,0,202506-25 17:57:52,265564688193
265594231985,Error-9999,不一定，我看到我朋友评论的，问了他他说就是他评论的，我又特地去评论了，我另个朋友也看到我发的了[笑哭],0,202506-25 18:31:41,265564688193
265596955265,双子座何枫,挺整蛊的它给我弟抓壮丁了[笑哭][笑哭],0,202506-25 19:01:12,265564688193
266673251968,女孩为何穿神器,回复 @在下霊夢 : 胡说八道，难道我是半夜梦游发的评论？,2,202506-25 19:18:50,265573407521
266675331584,花生per,我都是自己发的,0,202506-25 19:39:57,265564688193
265601027505,言和和其他114514人,经典身边统计学，做人能不能不要那么二极管,5,202506-25 19:43:18,265564688193
265601231681,w灰白w,不全是，有的是自己发的有的是人机,0,202506-25 19:44:44,265564688193
265601162001,w灰白w,我跟好友都是自己发的[doge],0,202506-25 19:45:03,265564688193
266677262624,神秘蟑螂男,QQ这招太狠了,0,202506-25 20:01:34,265564688193
265602715441,MinecraftSpinda,并非全是，比如我就是自己发的(,0,202506-25 20:01:48,265564688193
266678165680,10478159263370784,应该也不全是，我看到过好友在评论里面给自己店打广告的，这种就不是伪人,0,202506-25 20:09:42,265564688193
265604569057,威尔金森催化剂,别瞎科普，很多都是自己发的,0,202506-25 20:21:00,265564688193
265604784433,春雪明耀若,并非全部，比如我就是自己发的（）,0,202506-25 20:24:54,265564688193
266680156224,风的世界喵,不是，就是好友，还@我了,0,202506-25 20:31:24,265564688193
265609903713,目录他身上,都是真人,1,202506-25 21:19:52,265564688193
265611678625,我说国旻你说甜,我没有 全是真人我要被笑死了 我自己也发了一句,0,202506-25 21:39:57,265564688193
265612130753,凤梨你个大菠萝,不是，我们自己发的哈哈哈,0,202506-25 21:44:02,265564688193
266689326688,假面骑士控,并非，是我自己主动发的[doge],1,202506-25 22:07:12,265564688193
265615872417,爱噜噜日菜,回复 @和泉万夜真的c :我和我朋友自愿发的，别乱说[笑哭],0,202506-25 22:22:01,265573079137
265619862049,夜访寒,我这都是好友自己发的[笑哭],0,202506-25 23:04:21,265564688193
266694921264,pinkiepieeeeee,回复 @和泉万夜真的c :我的今天就被发了，一起床发现自己还在睡觉呢就评论了,0,202506-25 23:04:42,265573079137
265620338801,你゚゚゚,我自己发，还拉着别人发,0,202506-25 23:09:41,265564688193
266697413680,bili_14468316439,扯 都是自己模仿上面的评论的,1,202506-25 23:32:10,265564688193
265622978337,到别人了,没有，我刷到的广告底下朋友评论风格一看就知道是谁,0,202506-25 23:38:50,265564688193
266702726944,被泽音熬的12138,我列表都是自己发的，包括我的[汤圆],0,202506-26 00:34:07,265564688193
266704399328,前排瓜子小板凳,并不是，我就自己发的，真有人这么无聊[笑哭],0,202506-26 00:57:59,265564688193
265631917185,kiki不讲洛淇,并不是哦，我和我朋友还在下面聊天呢,0,202506-26 01:53:56,265564688193
265632791649,zexburner,不全是，好多都是一个逆天的带动一群然后再互相嘲讽,1,202506-26 02:13:23,265564688193
265633426593,花南星,他们都自己干的,0,202506-26 02:31:39,265564688193
265636838401,新小男子主义,[笑哭]坏了，底下这群演员不会以为自己演得很好吧,0,202506-26 05:11:33,265564688193
265645695489,和头像对视10秒不笑,但它挑的那个人是我表妹😂虽然联系不多但我很熟悉她,0,202506-26 09:30:05,265564688193
266723187616,灼魂ハナコ,为什么没人选和,0,202506-26 09:59:09,265564688193
266725020704,16672694266,讨论半天没结果。。实际上是，假人真人都有。我这里有一条广告，假好友a假好友b假好友c在那里发评论，真好友d看见了问了一句这是不是系统伪造的，我还回复d了。,0,202506-26 10:26:37,265564688193
266725398992,David薄荷巧克力,不是的，我问过我好几个朋友。确实是他们本人发的。一开始我也以为是人机冒充的,0,202506-26 10:29:23,265564688193
265654114289,寸言木,人机不会用好友的id吧，就是格式像,0,202506-26 11:33:48,265564688193
265655305761,CM_沉默,"我也是自己发了
那天有朋友吐槽说不会都是你们发的吧
然后其他朋友说“你看到这么好笑的话不会忍不住也接一个吗”
看来是都干了[doge]",0,202506-26 11:49:06,265564688193
265658555601,小天师卜卜,并非都是，我自己评论过,0,202506-26 12:25:32,265564688193
265664908865,唉我跟你讲这瓜超甜的,并不是，毕竟我真发过[doge_金箍],0,202506-26 13:35:58,265564688193
265665616177,白桦叶--,别张嘴就来,0,202506-26 13:44:58,265564688193
266741989040,Adios-Amigo-,并非，都是真人发的，全是我抽象朋友，一看就是自己发的,0,202506-26 13:48:25,265564688193
265669129937,Az阿仙,我说吧同学怎么成人机了[热],0,202506-26 14:35:22,265564688193
265670188625,水哥哟QwQ,全是真人发的[笑哭],0,202506-26 14:52:56,265564688193
266638250128,大师灵幻,之前死磕了好久才过了其中某个开螺丝钉的第二关，结果第三关更bt[笑哭],0,202506-25 12:14:08,0
265563598017,戴小红帽的红酱,最近朋友圈动不动就刷新折螺丝广告，下面全是好友评论[笑哭],1,202506-25 12:05:20,0
266636932320,phony-伪,我的朋友圈be like[笑哭],6,202506-25 12:02:28,0
266636727520,四十宫缀子,跟前几年羊了个羊，咸鱼之王那种一样，铺天盖地的洗脑广告，wx是重灾区,0,202506-25 11:58:41,0
266636238400,土豪睡大街,看广告就过了[doge],0,202506-25 11:55:27,0
266636261456,オレンジ最強,这都能成梗,0,202506-25 11:53:35,0
265562578321,-青门-,别笑，你也鲁不了第二关[笑哭],0,202506-25 11:52:24,0
265560870561,天間杏鸟,银桑~,0,202506-25 11:34:16,0
265560487553,Oh_Cock,最可怕的是什么，是你真的过不了第二关,0,202506-25 11:26:56,0
266632609792,普及率很高,朋友圈看到所有人都在底下评论：“别笑，你试你也过不了第二关[笑哭]”真的要笑死。还有人发了个东北雨姐，那个我是真的想玩，可惜只是个图片。,0,202506-25 11:10:14,0
266632438016,昵称-随机昵称,真人版CS是什么梗？[doge][doge][doge],26,202506-25 11:07:49,0
266632524016,昵称-随机昵称,零帧起手,1,202506-25 11:08:20,266632438016
265567014385,随便起个名字啊啊啊,哎呦兄弟你这pvp打完还有pve的呀，牛逼牛逼,3,202506-25 12:39:41,266632438016
